index,size
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
46, 0
47, 0
48, 0
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
64, 0
65, 1
66, 0
67, 0
68, 0
69, 0
70, 0
71, 0
72, 0
73, 1
74, 0
75, 0
76, 0
77, 0
78, 0
79, 0
80, 0
81, 0
82, 0
83, 0
84, 0
85, 0
86, 1
87, 0
88, 0
89, 0
90, 0
91, 0
92, 0
93, 0
94, 0
95, 0
96, 0
97, 1
98, 0
99, 0
100, 1
101, 0
102, 0
103, 0
104, 0
105, 0
106, 0
107, 0
108, 0
109, 1
110, 0
111, 0
112, 0
113, 0
114, 0
115, 0
116, 0
117, 0
118, 0
119, 0
120, 0
121, 0
122, 0
123, 0
124, 0
125, 0
126, 0
127, 0
128, 0
129, 0
130, 0
131, 0
132, 0
133, 0
134, 0
135, 1
136, 0
137, 0
138, 0
139, 0
140, 0
141, 0
142, 0
143, 0
144, 0
145, 0
146, 1
147, 0
148, 0
149, 1
150, 0
151, 0
152, 0
153, 0
154, 0
155, 0
156, 0
157, 0
158, 0
159, 2
160, 0
161, 1
162, 0
163, 0
164, 0
165, 0
166, 0
167, 1
168, 0
169, 0
170, 0
171, 0
172, 0
173, 2
174, 0
175, 2
176, 0
177, 0
178, 0
179, 0
180, 1
181, 2
182, 2
183, 2
184, 0
185, 0
186, 0
187, 2
188, 1
189, 3
190, 0
191, 0
192, 0
193, 0
194, 1
195, 1
196, 0
197, 0
198, 0
199, 1
200, 0
201, 0
202, 0
203, 0
204, 0
205, 1
206, 1
207, 2
208, 0
209, 0
210, 2
211, 1
212, 1
213, 2
214, 1
215, 1
216, 0
217, 1
218, 2
219, 3
220, 2
221, 3
222, 0
223, 0
224, 0
225, 2
226, 1
227, 1
228, 1
229, 1
230, 1
231, 0
232, 1
233, 0
234, 0
235, 0
236, 0
237, 0
238, 1
239, 0
240, 0
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 0
248, 0
249, 0
250, 0
251, 0
252, 0
253, 0
254, 0
255, 0
256, 0
257, 0
258, 0
259, 0
260, 0
261, 0
262, 0
263, 0
264, 0
265, 0
266, 0
267, 0
268, 0
269, 1
270, 0
271, 0
272, 0
273, 1
274, 0
275, 1
276, 0
277, 1
278, 0
279, 0
280, 1
281, 2
282, 0
283, 1
284, 0
285, 0
286, 0
287, 3
288, 4
289, 2
290, 3
291, 1
292, 2
293, 1
294, 1
295, 4
296, 2
297, 0
298, 2
299, 3
300, 0
301, 4
302, 3
303, 2
304, 2
305, 4
306, 6
307, 1
308, 3
309, 3
310, 0
311, 4
312, 7
313, 3
314, 9
315, 4
316, 4
317, 4
318, 4
319, 5
320, 6
321, 2
322, 9
323, 2
324, 3
325, 5
326, 2
327, 5
328, 5
329, 3
330, 8
331, 8
332, 3
333, 4
334, 3
335, 3
336, 4
337, 3
338, 4
339, 2
340, 5
341, 2
342, 2
343, 1
344, 3
345, 1
346, 1
347, 0
348, 1
349, 1
350, 0
351, 1
352, 0
353, 0
354, 0
355, 0
356, 0
357, 0
358, 0
359, 0
360, 0
361, 0
362, 0
363, 0
364, 0
365, 1
366, 1
367, 1
368, 0
369, 1
370, 0
371, 0
372, 0
373, 0
374, 1
375, 0
376, 0
377, 0
378, 0
379, 1
380, 2
381, 1
382, 1
383, 0
384, 2
385, 0
386, 1
387, 1
388, 3
389, 2
390, 1
391, 1
392, 2
393, 0
394, 2
395, 1
396, 1
397, 1
398, 4
399, 3
400, 4
401, 5
402, 5
403, 6
404, 5
405, 4
406, 6
407, 3
408, 3
409, 3
410, 7
411, 10
412, 14
413, 4
414, 10
415, 12
416, 11
417, 11
418, 11
419, 11
420, 13
421, 9
422, 15
423, 14
424, 13
425, 14
